,location,total_sqft,bath,price,bhk,price_per_feet
4875,Malleshwaram,620.0,1.0,86.8,1.0,14000.0
4876,Malleshwaram,600.0,1.0,68.0,2.0,11333.333333333334
4877,Malleshwaram,2475.0,4.0,337.0,3.0,13616.161616161617
4878,Malleshwaram,2215.0,3.0,275.0,3.0,12415.349887133183
4879,Malleshwaram,2215.0,3.0,330.0,3.0,14898.419864559819
4880,Malleshwaram,2800.0,4.0,252.0,4.0,9000.0
4881,Malleshwaram,1020.0,2.0,80.0,2.0,7843.137254901961
4882,Malleshwaram,600.0,1.0,90.0,2.0,15000.0
4883,Malleshwaram,2200.0,3.0,275.0,3.0,12500.0
4884,Malleshwaram,2475.0,4.0,326.0,3.0,13171.717171717171
4885,Malleshwaram,1500.0,2.0,140.0,2.0,9333.333333333334
4886,Malleshwaram,2475.0,4.0,340.0,3.0,13737.373737373737
4887,Malleshwaram,1400.0,2.0,190.0,2.0,13571.42857142857
4888,Malleshwaram,2475.0,4.0,300.0,3.0,12121.212121212122
4889,Malleshwaram,2400.0,3.0,380.0,3.0,15833.333333333334
4890,Malleshwaram,580.0,1.0,45.0,1.0,7758.620689655172
4891,Malleshwaram,1410.0,2.0,125.0,2.0,8865.248226950354
4892,Malleshwaram,2610.0,4.0,306.0,4.0,11724.137931034482
4893,Marathahalli,1310.0,3.0,63.25,3.0,4828.244274809161
4894,Marathahalli,1220.0,2.0,57.0,2.0,4672.131147540984
4895,Marathahalli,1200.0,2.0,52.0,2.0,4333.333333333333
4896,Marathahalli,1200.0,2.0,60.0,2.0,5000.0
4897,Marathahalli,1933.0,3.0,140.0,3.0,7242.628039317124
4898,Marathahalli,950.0,2.0,46.96,2.0,4943.1578947368425
4899,Marathahalli,1230.0,2.0,80.0,2.0,6504.065040650406
4900,Marathahalli,3800.0,4.0,250.0,4.0,6578.9473684210525
4901,Marathahalli,1019.0,2.0,49.85,2.0,4892.051030421982
4902,Marathahalli,1215.0,2.0,67.0,2.0,5514.40329218107
4903,Marathahalli,2181.0,3.0,152.0,4.0,6969.280146721688
4904,Marathahalli,1170.0,2.0,53.0,2.0,4529.91452991453
4905,Marathahalli,1019.0,2.0,49.86,2.0,4893.032384690873
4906,Marathahalli,1325.0,2.0,71.55,2.0,5400.0
4907,Marathahalli,1220.0,2.0,56.5,2.0,4631.147540983607
4908,Marathahalli,1575.0,3.0,78.0,3.0,4952.380952380952
4909,Marathahalli,1152.0,2.0,56.0,2.0,4861.111111111111
4910,Marathahalli,1610.0,3.0,90.0,3.0,5590.062111801242
4911,Marathahalli,1146.0,2.0,70.0,2.0,6108.202443280978
4912,Marathahalli,4000.0,5.0,212.0,4.0,5300.0
4913,Marathahalli,1469.0,3.0,89.0,3.0,6058.543226684819
4914,Marathahalli,1530.0,3.0,74.5,3.0,4869.281045751634
4915,Marathahalli,1840.0,3.0,98.0,3.0,5326.086956521739
4916,Marathahalli,3951.0,4.0,220.0,4.0,5568.2105796001015
4917,Marathahalli,1350.0,2.0,62.0,3.0,4592.592592592592
4918,Marathahalli,2519.0,5.0,185.0,4.0,7344.184200079397
4919,Marathahalli,1385.0,2.0,66.65,3.0,4812.274368231047
4920,Marathahalli,957.0,2.0,46.9,2.0,4900.73145245559
4921,Marathahalli,1583.0,3.0,105.0,3.0,6632.975363234365
4922,Marathahalli,2524.0,5.0,190.0,4.0,7527.733755942948
4923,Marathahalli,1350.0,3.0,72.0,3.0,5333.333333333333
4924,Marathahalli,4000.0,5.0,212.0,4.0,5300.0
4925,Marathahalli,1535.0,3.0,72.5,3.0,4723.127035830619
4926,Marathahalli,1071.0,2.0,52.25,2.0,4878.618113912232
4927,Marathahalli,1215.0,2.0,58.86,2.0,4844.444444444444
4928,Marathahalli,1102.0,2.0,53.67,2.0,4870.235934664247
4929,Marathahalli,1900.0,3.0,123.0,3.0,6473.684210526316
4930,Marathahalli,1045.0,2.0,60.0,2.0,5741.626794258374
4931,Marathahalli,1305.0,2.0,69.0,3.0,5287.35632183908
4932,Marathahalli,1215.0,2.0,58.86,2.0,4844.444444444444
4933,Marathahalli,1365.0,2.0,73.0,2.0,5347.985347985348
4934,Marathahalli,3800.0,4.0,205.0,4.0,5394.736842105263
4935,Marathahalli,3895.0,4.0,220.0,4.0,5648.267008985879
4936,Marathahalli,1785.0,3.0,94.0,3.0,5266.106442577031
4937,Marathahalli,4000.0,4.0,220.0,4.0,5500.0
4938,Marathahalli,1208.0,2.0,70.0,2.0,5794.701986754967
4939,Marathahalli,1325.0,1.0,92.0,2.0,6943.396226415094
4940,Marathahalli,1525.0,3.0,90.0,3.0,5901.639344262295
4941,Marathahalli,1937.0,3.0,140.0,3.0,7227.671657201859
4942,Marathahalli,1550.0,3.0,83.0,3.0,5354.8387096774195
4943,Marathahalli,1350.0,2.0,86.0,2.0,6370.37037037037
4944,Marathahalli,957.0,2.0,47.0,2.0,4911.180773249739
4945,Marathahalli,4000.0,4.0,220.0,4.0,5500.0
4946,Marathahalli,1230.0,2.0,57.0,2.0,4634.1463414634145
4947,Marathahalli,1200.0,2.0,58.0,2.0,4833.333333333333
4948,Marathahalli,1650.0,3.0,86.45,3.0,5239.393939393939
4949,Marathahalli,607.0,1.0,35.0,1.0,5766.062602965404
4950,Marathahalli,1583.0,3.0,109.0,3.0,6885.6601389766265
4951,Marathahalli,1075.0,2.0,52.43,2.0,4877.209302325581
4952,Marathahalli,1360.0,2.0,103.0,2.0,7573.529411764706
4953,Marathahalli,1220.0,2.0,58.5,2.0,4795.081967213115
4954,Marathahalli,950.0,2.0,45.68,2.0,4808.421052631579
4955,Marathahalli,615.0,1.0,44.0,1.0,7154.471544715447
4956,Marathahalli,1595.0,3.0,90.0,3.0,5642.633228840125
4957,Marathahalli,1350.0,2.0,89.0,2.0,6592.592592592592
4958,Marathahalli,1020.0,2.0,57.0,2.0,5588.235294117647
4959,Marathahalli,1600.0,3.0,88.0,2.0,5500.0
4960,Marathahalli,780.0,1.0,55.0,1.0,7051.282051282052
4961,Marathahalli,1710.0,3.0,100.0,3.0,5847.953216374269
4962,Marathahalli,1530.0,3.0,73.5,3.0,4803.921568627451
4963,Marathahalli,1358.0,2.0,81.0,2.0,5964.653902798233
4964,Marathahalli,1205.0,2.0,75.0,2.0,6224.066390041494
4965,Marathahalli,1730.0,3.0,110.0,3.0,6358.381502890174
4966,Marathahalli,1583.0,3.0,115.0,3.0,7264.687302590019
4967,Marathahalli,1200.0,2.0,67.0,2.0,5583.333333333333
4968,Marathahalli,1095.0,2.0,60.0,2.0,5479.45205479452
4969,Marathahalli,1060.0,2.0,48.0,2.0,4528.301886792453
4970,Marathahalli,1050.0,2.0,65.0,2.0,6190.476190476191
4971,Marathahalli,1102.0,2.0,53.67,2.0,4870.235934664247
4972,Marathahalli,1026.0,2.0,49.95,2.0,4868.421052631579
4973,Marathahalli,3940.0,4.0,220.0,4.0,5583.756345177665
4974,Marathahalli,1435.0,3.0,73.0,3.0,5087.1080139372825
4975,Marathahalli,1220.0,2.0,59.0,2.0,4836.065573770492
4976,Marathahalli,881.0,2.0,48.06,2.0,5455.16458569807
4977,Marathahalli,1130.0,2.0,58.0,3.0,5132.743362831859
4978,Marathahalli,1710.0,3.0,100.0,3.0,5847.953216374269
4979,Marathahalli,1680.0,3.0,105.0,3.0,6250.0
4980,Marathahalli,1910.0,3.0,119.0,3.0,6230.366492146597
4981,Marathahalli,1602.0,2.0,104.0,2.0,6491.8851435705365
4982,Marathahalli,700.0,1.0,38.0,1.0,5428.571428571428
4983,Marathahalli,1469.0,3.0,89.0,3.0,6058.543226684819
4984,Marathahalli,1385.0,2.0,68.5,3.0,4945.848375451264
4985,Marathahalli,1690.0,3.0,116.0,3.0,6863.905325443787
4986,Marathahalli,1065.0,2.0,55.0,2.0,5164.319248826291
4987,Marathahalli,1693.0,3.0,125.0,3.0,7383.343177790904
4988,Marathahalli,1693.0,3.0,125.0,3.0,7383.343177790904
4989,Marathahalli,1196.0,2.0,57.9,2.0,4841.13712374582
4990,Marathahalli,1595.0,3.0,88.0,3.0,5517.241379310345
4991,Marathahalli,2122.0,3.0,125.0,3.0,5890.66918001885
4992,Marathahalli,1730.0,3.0,115.0,3.0,6647.398843930636
4993,Marathahalli,4000.0,4.0,200.0,4.0,5000.0
4994,Marathahalli,1200.0,2.0,58.17,3.0,4847.5
4995,Marathahalli,1125.0,2.0,55.0,2.0,4888.888888888889
4996,Marathahalli,1950.0,3.0,115.0,3.0,5897.4358974358975
4997,Marathahalli,1250.0,2.0,68.0,2.0,5440.0
4998,Marathahalli,1125.0,2.0,56.8,2.0,5048.888888888889
4999,Marathahalli,1350.0,2.0,90.0,2.0,6666.666666666667
5000,Marathahalli,1200.0,2.0,53.0,2.0,4416.666666666667
5001,Marathahalli,2500.0,5.0,175.0,4.0,7000.0
5002,Marathahalli,957.0,2.0,47.0,2.0,4911.180773249739
5003,Marathahalli,3855.0,4.0,220.0,4.0,5706.874189364462
5004,Marathahalli,1605.0,3.0,76.0,3.0,4735.202492211838
5005,Marathahalli,1350.0,2.0,60.0,2.0,4444.444444444444
5006,Marathahalli,3400.0,4.0,235.0,4.0,6911.764705882353
5007,Marathahalli,1350.0,2.0,99.0,2.0,7333.333333333333
5008,Marathahalli,1310.0,3.0,63.22,3.0,4825.954198473282
5009,Marathahalli,1285.0,2.0,55.0,2.0,4280.155642023346
5010,Marathahalli,2500.0,5.0,181.0,4.0,7240.0
5011,Marathahalli,3800.0,4.0,235.0,4.0,6184.210526315789
5012,Marathahalli,3951.0,4.0,230.0,4.0,5821.311060491015
5013,Marathahalli,1125.0,2.0,54.8,2.0,4871.111111111111
5014,Marathahalli,1700.0,3.0,126.0,3.0,7411.764705882353
5015,Marathahalli,1315.0,2.0,60.0,3.0,4562.737642585551
5016,Marathahalli,1270.0,2.0,73.0,2.0,5748.031496062992
5017,Marathahalli,1530.0,3.0,71.0,3.0,4640.522875816993
5018,Marathahalli,950.0,2.0,46.7,2.0,4915.789473684211
5019,Marathahalli,1550.0,3.0,85.0,3.0,5483.870967741936
5020,Marathahalli,1019.0,2.0,49.86,2.0,4893.032384690873
5021,Marathahalli,1144.0,2.0,65.0,2.0,5681.818181818182
5022,Marathahalli,1240.0,2.0,55.0,2.0,4435.4838709677415
5023,Marathahalli,1100.0,2.0,75.0,1.0,6818.181818181818
5024,Marathahalli,1156.0,2.0,52.0,2.0,4498.269896193771
5025,Marathahalli,2524.0,5.0,180.0,4.0,7131.537242472266
5026,Marathahalli,1135.0,2.0,60.0,2.0,5286.343612334802
5027,Marathahalli,1839.0,3.0,130.0,3.0,7069.0592713431215
5028,Marathahalli,1170.0,2.0,85.0,2.0,7264.957264957265
5029,Marathahalli,1102.0,2.0,53.67,2.0,4870.235934664247
5030,Marathahalli,1108.0,2.0,60.0,3.0,5415.162454873646
5031,Marathahalli,1449.0,3.0,110.0,3.0,7591.44237405107
5032,Marathahalli,1360.0,2.0,101.0,2.0,7426.470588235294
5033,Marathahalli,1026.0,2.0,50.18,2.0,4890.83820662768
5034,Marathahalli,1800.0,3.0,95.0,3.0,5277.777777777777
5035,Marathahalli,1650.0,3.0,85.0,3.0,5151.515151515152
5036,Marathahalli,1270.0,2.0,80.0,2.0,6299.212598425197
5037,Marathahalli,1100.0,2.0,50.0,2.0,4545.454545454545
5038,Marathahalli,1196.0,2.0,57.95,2.0,4845.3177257525085
5039,Marathahalli,1310.0,3.0,63.25,3.0,4828.244274809161
5040,Marathahalli,1485.0,2.0,90.0,3.0,6060.606060606061
5041,Marathahalli,1146.0,2.0,69.0,2.0,6020.942408376964
5042,Margondanahalli,1090.0,2.0,58.0,2.0,5321.100917431193
5043,Margondanahalli,1200.0,2.0,58.5,2.0,4875.0
5044,Margondanahalli,1200.0,2.0,67.0,2.0,5583.333333333333
5045,Margondanahalli,1200.0,2.0,65.0,3.0,5416.666666666667
5046,Margondanahalli,1000.0,2.0,57.0,2.0,5700.0
5047,Margondanahalli,1625.0,3.0,80.0,3.0,4923.076923076923
5048,Margondanahalli,600.0,2.0,35.0,2.0,5833.333333333333
5049,Margondanahalli,1200.0,2.0,69.0,2.0,5750.0
5050,Margondanahalli,900.0,2.0,49.0,2.0,5444.444444444444
5051,Margondanahalli,1140.0,2.0,60.0,2.0,5263.1578947368425
5052,Margondanahalli,1100.0,2.0,55.0,2.0,5000.0
5053,Margondanahalli,1152.0,1.0,66.0,2.0,5729.166666666667
5054,Margondanahalli,1448.0,3.0,70.0,3.0,4834.254143646409
5055,Margondanahalli,1200.0,2.0,65.0,2.0,5416.666666666667
5056,Margondanahalli,1050.0,2.0,58.0,2.0,5523.809523809524
5057,Margondanahalli,1160.0,2.0,65.0,2.0,5603.448275862069
5058,Margondanahalli,1334.0,2.0,67.76,2.0,5079.460269865068
5059,Marsur,1800.0,4.0,145.0,4.0,8055.555555555556
5060,Marsur,1200.0,3.0,90.0,3.0,7500.0
5061,Marsur,1200.0,3.0,120.0,3.0,10000.0
5062,Mico Layout,5000.0,9.0,210.0,9.0,4200.0
5063,Mico Layout,1550.0,2.0,65.0,3.0,4193.548387096775
5064,Mico Layout,1125.0,2.0,40.0,2.0,3555.5555555555557
5065,Mico Layout,1190.0,2.0,39.25,2.0,3298.3193277310925
5066,Mico Layout,800.0,1.0,29.5,1.0,3687.5
5067,Mico Layout,1250.0,2.0,44.0,3.0,3520.0
5068,Mico Layout,1171.0,2.0,39.0,2.0,3330.486763450043
5069,Mico Layout,1200.0,2.0,53.5,2.0,4458.333333333333
5070,Mico Layout,1670.0,3.0,59.0,3.0,3532.934131736527
5071,Mico Layout,1140.0,2.0,43.0,2.0,3771.9298245614036
5072,Munnekollal,1170.0,2.0,52.0,2.0,4444.444444444444
5073,Munnekollal,1102.0,2.0,53.67,2.0,4870.235934664247
5074,Munnekollal,1390.0,3.0,68.0,3.0,4892.086330935252
5075,Munnekollal,1200.0,2.0,49.5,2.0,4125.0
5076,Munnekollal,950.0,2.0,46.5,2.0,4894.736842105263
5077,Munnekollal,1560.0,3.0,75.0,3.0,4807.692307692308
5078,Munnekollal,1750.0,3.0,86.5,3.0,4942.857142857143
5079,Munnekollal,1385.0,2.0,66.5,3.0,4801.444043321299
5080,Munnekollal,1080.0,2.0,45.0,2.0,4166.666666666667
5081,Munnekollal,1170.0,2.0,59.0,2.0,5042.735042735043
5082,Munnekollal,1540.0,2.0,70.0,3.0,4545.454545454545
5083,Munnekollal,1200.0,2.0,57.9,3.0,4825.0
5084,Munnekollal,1030.0,2.0,50.36,2.0,4889.320388349514
5085,Murugeshpalya,1296.0,2.0,81.0,2.0,6250.0
5086,Murugeshpalya,1550.0,3.0,74.0,3.0,4774.193548387097
5087,Murugeshpalya,1845.0,3.0,91.0,3.0,4932.249322493225
5088,Murugeshpalya,1185.0,2.0,85.0,2.0,7172.995780590717
5089,Murugeshpalya,1225.0,2.0,48.0,2.0,3918.3673469387754
5090,Murugeshpalya,1930.0,3.0,75.0,3.0,3886.0103626943005
5091,Murugeshpalya,1600.0,2.0,65.0,3.0,4062.5
5092,Murugeshpalya,1344.0,2.0,56.0,3.0,4166.666666666667
5093,Murugeshpalya,1500.0,2.0,70.0,3.0,4666.666666666667
5094,Murugeshpalya,1855.0,3.0,96.0,3.0,5175.202156334231
5095,Murugeshpalya,1175.0,2.0,75.0,2.0,6382.978723404255
5096,Mysore Road,1175.0,2.0,73.5,2.0,6255.31914893617
5097,Mysore Road,1710.0,4.0,91.31,3.0,5339.766081871345
5098,Mysore Road,1020.0,2.0,48.95,2.0,4799.019607843137
5099,Mysore Road,1175.0,2.0,73.5,2.0,6255.31914893617
5100,Mysore Road,1070.0,2.0,45.0,2.0,4205.607476635514
5101,Mysore Road,1239.0,2.0,53.0,2.0,4277.643260694108
5102,Mysore Road,1060.0,2.0,62.0,2.0,5849.056603773585
5103,Mysore Road,980.0,2.0,45.47,2.0,4639.7959183673465
5104,Mysore Road,883.0,2.0,40.0,2.0,4530.011325028313
5105,Mysore Road,1525.0,3.0,96.0,3.0,6295.081967213115
5106,Mysore Road,1200.0,2.0,65.0,2.0,5416.666666666667
5107,Mysore Road,1340.0,2.0,64.31,3.0,4799.253731343284
5108,Mysore Road,1082.0,3.0,50.5,3.0,4667.28280961183
5109,Mysore Road,1340.0,2.0,64.31,3.0,4799.253731343284
5110,Mysore Road,883.0,2.0,40.95,2.0,4637.5990939977355
5111,Mysore Road,1070.0,2.0,49.65,2.0,4640.186915887851
5112,Mysore Road,1082.0,3.0,50.0,3.0,4621.072088724584
5113,Mysore Road,883.0,2.0,50.0,2.0,5662.5141562853905
5114,Mysore Road,1155.0,2.0,51.0,2.0,4415.584415584415
5115,Mysore Road,1003.0,2.0,43.0,2.0,4287.138584247258
5116,Mysore Road,1237.0,2.0,73.0,2.0,5901.3742926434925
5117,Mysore Road,883.0,2.0,45.0,2.0,5096.262740656852
5118,Mysore Road,1170.0,2.0,65.0,2.0,5555.555555555556
5119,Mysore Road,940.0,2.0,43.61,2.0,4639.36170212766
5120,Mysore Road,1500.0,3.0,74.0,3.0,4933.333333333333
5121,Mysore Road,1020.0,2.0,48.95,2.0,4799.019607843137
5122,Mysore Road,1568.0,2.0,100.0,3.0,6377.551020408163
5123,Mysore Road,1410.0,2.0,64.0,3.0,4539.007092198582
5124,Mysore Road,1175.0,2.0,70.5,2.0,6000.0
5125,Mysore Road,1080.0,2.0,60.0,3.0,5555.555555555556
5126,Mysore Road,1500.0,3.0,70.0,3.0,4666.666666666667
5127,Mysore Road,883.0,2.0,37.0,2.0,4190.260475651189
5128,NGR Layout,1020.0,2.0,45.9,2.0,4500.0
5129,NGR Layout,1105.0,2.0,49.73,2.0,4500.4524886877825
5130,NGR Layout,1022.0,2.0,45.9,2.0,4491.19373776908
5131,NGR Layout,1020.0,2.0,45.0,2.0,4411.764705882353
5132,NGR Layout,1019.0,2.0,45.9,2.0,4504.41609421001
5133,NGR Layout,1020.0,2.0,46.0,2.0,4509.803921568628
5134,NGR Layout,1021.0,2.0,46.0,2.0,4505.386875612145
5135,NGR Layout,1021.0,2.0,45.9,2.0,4495.592556317336
5136,NRI Layout,1565.0,2.0,75.0,3.0,4792.332268370607
5137,NRI Layout,2500.0,5.0,130.0,5.0,5200.0
5138,NRI Layout,1125.0,2.0,45.56,2.0,4049.777777777778
5139,NRI Layout,2150.0,4.0,115.0,4.0,5348.837209302325
5140,NRI Layout,1250.0,2.0,75.0,2.0,6000.0
5141,NRI Layout,1789.0,3.0,75.0,3.0,4192.286193404137
5142,NRI Layout,1731.0,3.0,64.11,3.0,3703.639514731369
5143,NRI Layout,2400.0,2.0,125.0,2.0,5208.333333333333
5144,Nagarbhavi,1630.0,2.0,98.0,3.0,6012.269938650306
5145,Nagarbhavi,1350.0,3.0,150.0,3.0,11111.111111111111
5146,Nagarbhavi,1200.0,2.0,150.0,2.0,12500.0
5147,Nagarbhavi,1523.0,2.0,53.4,3.0,3506.2376887721603
5148,Nagarbhavi,2400.0,3.0,160.0,3.0,6666.666666666667
5149,Nagarbhavi,884.0,2.0,36.0,1.0,4072.398190045249
5150,Nagarbhavi,1055.0,2.0,55.0,2.0,5213.270142180095
5151,Nagarbhavi,1350.0,2.0,54.6,3.0,4044.4444444444443
5152,Nagarbhavi,1223.0,2.0,60.0,2.0,4905.968928863451
5153,Nagarbhavi,956.0,2.0,49.0,2.0,5125.523012552301
5154,Nagarbhavi,1560.0,3.0,66.0,3.0,4230.7692307692305
5155,Nagarbhavi,1200.0,2.0,150.0,2.0,12500.0
5156,Nagarbhavi,1400.0,2.0,85.0,3.0,6071.428571428572
5157,Nagarbhavi,1515.0,2.0,79.0,3.0,5214.521452145214
5158,Nagarbhavi,1145.0,2.0,40.0,2.0,3493.4497816593885
5159,Nagarbhavi,300.0,1.0,20.0,1.0,6666.666666666667
5160,Nagarbhavi,1250.0,3.0,175.0,4.0,14000.0
5161,Nagarbhavi,710.0,2.0,40.0,1.0,5633.802816901409
5162,Nagarbhavi,1850.0,3.0,88.0,3.0,4756.756756756757
5163,Nagarbhavi,1212.0,2.0,50.0,2.0,4125.412541254125
5164,Nagarbhavi,1020.0,2.0,55.0,2.0,5392.156862745098
5165,Nagarbhavi,1850.0,3.0,90.0,3.0,4864.864864864865
5166,Nagarbhavi,1120.0,2.0,53.0,2.0,4732.142857142857
5167,Nagarbhavi,1850.0,2.0,88.0,3.0,4756.756756756757
5168,Nagarbhavi,1146.0,2.0,50.0,2.0,4363.001745200698
5169,Nagarbhavi,1850.0,2.0,89.0,3.0,4810.810810810811
5170,Nagarbhavi,1190.0,2.0,63.0,2.0,5294.117647058823
5171,Nagarbhavi,1523.0,2.0,56.0,3.0,3676.9533814839133
5172,Nagarbhavi,1050.0,2.0,80.0,2.0,7619.047619047619
5173,Nagarbhavi,2500.0,3.0,180.0,5.0,7200.0
5174,Nagarbhavi,1350.0,3.0,60.0,3.0,4444.444444444444
5175,Nagarbhavi,1250.0,3.0,170.0,2.0,13600.0
5176,Nagarbhavi,1635.0,3.0,85.0,3.0,5198.7767584097855
5177,Nagarbhavi,1400.0,2.0,135.0,3.0,9642.857142857143
5178,Nagarbhavi,2200.0,2.0,99.0,3.0,4500.0
5179,Nagarbhavi,1100.0,2.0,46.2,2.0,4200.0
5180,Nagarbhavi,1080.0,2.0,49.0,2.0,4537.037037037037
5181,Nagarbhavi,1800.0,3.0,180.0,4.0,10000.0
5182,Nagarbhavi,1225.0,2.0,58.0,2.0,4734.693877551021
5183,Nagasandra,980.0,2.0,48.0,2.0,4897.959183673469
5184,Nagasandra,2400.0,4.0,145.0,4.0,6041.666666666667
5185,Nagasandra,7000.0,8.0,450.0,4.0,6428.571428571428
5186,Nagasandra,1650.0,3.0,95.0,3.0,5757.575757575758
5187,Nagasandra,1500.0,2.0,91.0,2.0,6066.666666666667
5188,Nagavara,400.0,1.0,14.0,1.0,3500.0
5189,Nagavara,2172.65,3.0,120.0,4.0,5523.208984419948
5190,Nagavara,1545.0,2.0,58.0,3.0,3754.045307443366
5191,Nagavara,2319.0,3.0,180.0,3.0,7761.966364812419
5192,Nagavara,2430.0,4.0,180.0,3.0,7407.407407407408
5193,Nagavara,936.0,2.0,40.2,2.0,4294.871794871795
5194,Nagavara,1125.0,2.0,44.5,2.0,3955.5555555555557
5195,Nagavara,1315.0,2.0,70.0,2.0,5323.19391634981
5196,Nagavara,1077.0,2.0,50.0,2.0,4642.525533890436
5197,Nagavara,2496.0,4.0,125.0,4.0,5008.01282051282
5198,Nagavara,1110.0,2.0,44.95,2.0,4049.5495495495497
5199,Nagavara,1247.0,2.0,58.56,2.0,4696.0705693664795
5200,Nagavarapalya,1392.0,2.0,99.0,2.0,7112.068965517241
5201,Nagavarapalya,705.0,1.0,52.5,1.0,7446.808510638298
5202,Nagavarapalya,1300.0,3.0,80.0,3.0,6153.846153846154
5203,Nagavarapalya,705.0,1.0,57.0,1.0,8085.106382978724
5204,Nagavarapalya,705.0,1.0,55.0,1.0,7801.418439716312
5205,Nagavarapalya,705.0,1.0,57.0,1.0,8085.106382978724
5206,Nagavarapalya,1335.0,2.0,110.0,2.0,8239.700374531834
5207,Nagavarapalya,1260.0,2.0,85.5,2.0,6785.714285714285
5208,Narayanapura,1308.0,2.0,89.04,2.0,6807.339449541284
5209,Narayanapura,1566.0,3.0,83.3,3.0,5319.284802043423
5210,Narayanapura,1485.0,3.0,85.0,3.0,5723.905723905724
5211,Narayanapura,1302.0,2.0,69.1,2.0,5307.219662058371
5212,Narayanapura,1308.0,2.0,89.04,2.0,6807.339449541284
5213,Narayanapura,2357.0,3.0,135.0,3.0,5727.619855748833
5214,Narayanapura,2357.0,3.0,135.0,3.0,5727.619855748833
5215,Narayanapura,1469.0,2.0,99.14,2.0,6748.8087134104835
5216,Neeladri Nagar,1053.0,2.0,45.0,2.0,4273.504273504273
5217,Neeladri Nagar,1363.0,2.0,68.0,2.0,4988.994864269993
5218,Neeladri Nagar,2556.0,3.0,133.0,3.0,5203.442879499217
5219,Neeladri Nagar,674.0,1.0,21.0,1.0,3115.727002967359
5220,Neeladri Nagar,527.0,1.0,26.0,1.0,4933.586337760911
5221,Neeladri Nagar,1167.0,2.0,38.0,3.0,3256.212510711225
5222,Neeladri Nagar,1060.0,2.0,35.0,2.0,3301.8867924528304
5223,Neeladri Nagar,640.0,1.0,20.5,1.0,3203.125
5224,Neeladri Nagar,4000.0,12.0,160.0,10.0,4000.0
5225,Neeladri Nagar,1105.0,2.0,30.0,2.0,2714.9321266968327
5226,Neeladri Nagar,1100.0,2.0,30.0,2.0,2727.2727272727275
5227,Neeladri Nagar,2111.0,3.0,103.0,3.0,4879.204168640455
5228,Nehru Nagar,1775.0,3.0,110.0,3.0,6197.183098591549
5229,Nehru Nagar,2363.0,5.0,120.0,4.0,5078.290308929327
5230,Nehru Nagar,2342.0,3.0,115.0,4.0,4910.333048676345
5231,Nehru Nagar,967.0,2.0,41.1,2.0,4250.258531540848
5232,Nehru Nagar,1374.0,3.0,72.0,3.0,5240.174672489083
5233,Nehru Nagar,1674.0,3.0,90.0,3.0,5376.344086021505
5234,Nehru Nagar,1269.0,2.0,63.0,3.0,4964.5390070921985
5235,Nehru Nagar,1100.0,2.0,50.0,2.0,4545.454545454545
5236,Nehru Nagar,1674.0,3.0,81.0,3.0,4838.709677419355
5237,OMBR Layout,2420.0,3.0,185.0,3.0,7644.628099173554
5238,OMBR Layout,1078.0,2.0,65.0,2.0,6029.684601113173
5239,OMBR Layout,1101.0,2.0,65.5,2.0,5949.13714804723
5240,OMBR Layout,1041.0,2.0,65.5,2.0,6292.026897214217
5241,OMBR Layout,1300.0,2.0,80.0,2.0,6153.846153846154
5242,OMBR Layout,1085.0,2.0,64.0,2.0,5898.617511520737
5243,OMBR Layout,1855.0,3.0,145.0,3.0,7816.711590296496
5244,OMBR Layout,1050.0,2.0,48.0,2.0,4571.428571428572
5245,OMBR Layout,1730.0,3.0,93.0,3.0,5375.722543352601
5246,OMBR Layout,1165.0,2.0,88.5,2.0,7596.56652360515
5247,OMBR Layout,1101.0,2.0,66.0,2.0,5994.550408719346
5248,OMBR Layout,3400.0,4.0,275.0,4.0,8088.235294117647
5249,OMBR Layout,1580.0,3.0,75.0,3.0,4746.835443037975
5250,Old Airport Road,2732.0,4.0,204.0,4.0,7467.0571010248905
5251,Old Airport Road,1875.0,2.0,110.0,3.0,5866.666666666667
5252,Old Airport Road,3356.0,4.0,251.0,4.0,7479.141835518474
5253,Old Airport Road,1206.0,2.0,75.0,2.0,6218.905472636816
5254,Old Airport Road,2774.0,4.0,207.0,4.0,7462.148521989906
5255,Old Airport Road,2690.0,4.0,191.0,4.0,7100.371747211896
5256,Old Airport Road,2690.0,4.0,199.0,4.0,7397.769516728625
5257,Old Airport Road,1655.0,2.0,97.65,2.0,5900.302114803625
5258,Old Airport Road,1075.0,2.0,60.0,2.0,5581.395348837209
5259,Old Airport Road,1858.0,2.0,167.0,3.0,8988.15931108719
5260,Old Airport Road,1150.0,2.0,90.0,2.0,7826.086956521739
5261,Old Airport Road,2690.0,4.0,191.0,4.0,7100.371747211896
5262,Old Airport Road,2658.0,5.0,187.0,4.0,7035.364936042137
5263,Old Airport Road,946.0,2.0,58.0,2.0,6131.0782241014795
5264,Old Airport Road,2774.0,4.0,208.0,4.0,7498.197548666186
5265,Old Airport Road,2774.0,4.0,208.0,4.0,7498.197548666186
5266,Old Airport Road,3200.0,4.0,280.0,4.0,8750.0
5267,Old Airport Road,2690.0,4.0,201.0,4.0,7472.118959107806
5268,Old Airport Road,1145.0,2.0,75.0,2.0,6550.218340611354
5269,Old Airport Road,2732.0,4.0,194.0,4.0,7101.024890190337
5270,Old Airport Road,2658.0,5.0,189.0,4.0,7110.609480812641
